2019-11-23 00:09:46.906169
 + Exec time : 8.276228666305542
 + number of files : 1
    tf            idf
What: 0.004785      0.000000
is: 0.028708      0.000000
PyTorch?: 0.004785      0.000000
library: 0.014354      0.000000
Python: 0.009569      0.000000
programs: 0.004785      0.000000
facilitates: 0.004785      0.000000
learning: 0.028708      0.000000
It: 0.004785      0.000000
in: 0.019139      0.000000
idiomatic: 0.004785      0.000000
Python.: 0.004785      0.000000
of: 0.028708      0.000000
use: 0.004785      0.000000
research: 0.004785      0.000000
years: 0.004785      0.000000
release,: 0.004785      0.000000
into: 0.009569      0.000000
prominent: 0.004785      0.000000
tools: 0.004785      0.000000
broad: 0.004785      0.000000
applications.: 0.004785      0.000000
provides: 0.004785      0.000000
Tensor,: 0.004785      0.000000
array: 0.004785      0.000000
similarities: 0.004785      0.000000
arrays.: 0.004785      0.000000
foundation,: 0.004785      0.000000
laundry: 0.004785      0.000000
was: 0.004785      0.000000
make: 0.004785      0.000000
project: 0.004785      0.000000
running,: 0.004785      0.000000
design: 0.004785      0.000000
investigation: 0.004785      0.000000
new: 0.004785      0.000000
neural: 0.004785      0.000000
network: 0.004785      0.000000
architecture.: 0.004785      0.000000
Tensors: 0.004785      0.000000
accelerate: 0.004785      0.000000
mathematical: 0.004785      0.000000
operations: 0.004785      0.000000
(assuming: 0.004785      0.000000
combination: 0.004785      0.000000
hardware: 0.004785      0.000000
training,: 0.004785      0.000000
worker: 0.004785      0.000000
processes: 0.004785      0.000000
loading,: 0.004785      0.000000
an: 0.009569      0.000000
common: 0.004785      0.000000
both: 0.004785      0.000000
excellent: 0.004785      0.000000
introduction: 0.004785      0.000000
professional: 0.004785      0.000000
high-level: 0.004785      0.000000
work.: 0.004785      0.000000
believe: 0.004785      0.000000
last: 0.004785      0.000000
decision: 0.004785      0.000000
we’ll: 0.004785      0.000000
leave: 0.004785      0.000000
PyTorch: 0.023923      0.000000
a: 0.043062      0.000000
for: 0.028708      0.000000
that: 0.028708      0.000000
building: 0.004785      0.000000
deep: 0.028708      0.000000
projects.: 0.004785      0.000000
emphasizes: 0.004785      0.000000
flexibility: 0.004785      0.000000
and: 0.043062      0.000000
allows: 0.004785      0.000000
models: 0.004785      0.000000
to: 0.028708      0.000000
be: 0.014354      0.000000
expressed: 0.004785      0.000000
This: 0.004785      0.000000
approachability: 0.004785      0.000000
ease: 0.004785      0.000000
found: 0.004785      0.000000
early: 0.004785      0.000000
adopters: 0.004785      0.000000
the: 0.038278      0.000000
community,: 0.004785      0.000000
since: 0.004785      0.000000
library’s: 0.004785      0.000000
it: 0.014354      0.000000
has: 0.014354      0.000000
grown: 0.004785      0.000000
one: 0.004785      0.000000
most: 0.004785      0.000000
range: 0.004785      0.000000
core: 0.004785      0.000000
data: 0.009569      0.000000
structure,: 0.004785      0.000000
multidimensional: 0.004785      0.000000
many: 0.004785      0.000000
with: 0.004785      0.000000
NumPy: 0.004785      0.000000
From: 0.004785      0.000000
list: 0.004785      0.000000
features: 0.004785      0.000000
built: 0.004785      0.000000
easy: 0.004785      0.000000
get: 0.004785      0.000000
up: 0.004785      0.000000
or: 0.004785      0.000000
train: 0.004785      0.000000
appropriate: 0.004785      0.000000
software: 0.004785      0.000000
present),: 0.004785      0.000000
packages: 0.004785      0.000000
distributed: 0.004785      0.000000
efficient: 0.004785      0.000000
extensive: 0.004785      0.000000
functions.: 0.004785      0.000000
As: 0.004785      0.000000
programming,: 0.004785      0.000000
tool: 0.004785      0.000000
usable: 0.004785      0.000000
contexts: 0.004785      0.000000
real-world,: 0.004785      0.000000
We: 0.004785      0.000000
should: 0.009569      0.000000
first: 0.004785      0.000000
you: 0.004785      0.000000
learn.: 0.004785      0.000000
Whether: 0.004785      0.000000
you.: 0.004785      0.000000
